feature,coefficient,abs_coef
all_opponent_dead,1.988560477374963,1.988560477374963
all_ally_dead,-1.8306075999282392,1.8306075999282392
ally3_post_spike_total_health_loss,0.5748347432541794,0.5748347432541794
ally1_post_spike_deaths,-0.5371718797330309,0.5371718797330309
self_post_spike_total_health_loss,-0.5158301434749735,0.5158301434749735
self_post_spike_avg_credits,0.5001711474262688,0.5001711474262688
ally4_post_spike_deaths,-0.4193000369542097,0.4193000369542097
self_post_spike_total_ammo_reserve_loss,0.40222373910636156,0.40222373910636156
opponent1_post_spike_elims,-0.39497056505775324,0.39497056505775324
spike_planted,-0.3861514073713007,0.3861514073713007
ally1_post_spike_total_health_loss,0.34890964274876646,0.34890964274876646
self_post_spike_longest_inv_state_none,-0.3407263419872228,0.3407263419872228
ally4_post_spike_avg_health,0.31998347356295787,0.31998347356295787
self_post_spike_total_ability_usage_4,0.305710216622554,0.305710216622554
ally3_post_spike_deaths,-0.2944827300192007,0.2944827300192007
ally3_post_spike_elims,0.29382870545559914,0.29382870545559914
post_spike_damage_for_team_used,0.2933489639029772,0.2933489639029772
opponent4_post_spike_headshots,-0.29046241197795186,0.29046241197795186
ally1_post_spike_avg_health,0.27804356679877695,0.27804356679877695
self_post_spike_max_ammo_reserve_loss,-0.27191360986471863,0.27191360986471863
opponent2_post_spike_elims,-0.2657751735883313,0.2657751735883313
opponent3_post_spike_elims,-0.26083534915468715,0.26083534915468715
opponent4_post_spike_deaths,0.2559870264707901,0.2559870264707901
self_longest_inv_state_primary,0.25061414143789845,0.25061414143789845
ally4_post_spike_headshots,0.23614766213223126,0.23614766213223126
self_total_firing_time,0.23606439200330825,0.23606439200330825
round_info_round_length,-0.23417409197698585,0.23417409197698585
round_info_ally_side_attacker,-0.22613841819559366,0.22613841819559366
post_spike_damage_for_self_used,-0.22607740855286174,0.22607740855286174
ally2_post_spike_max_health_loss,0.20356783753815333,0.20356783753815333
self_post_spike_total_ability_usage_2,0.20231306493228954,0.20231306493228954
ally4_post_spike_assists,0.2018606263636884,0.2018606263636884
self_post_spike_assists,0.19636087748176526,0.19636087748176526
self_post_spike_max_shield_loss,-0.19057950754428785,0.19057950754428785
ally3_post_spike_avg_health,0.1898420305829218,0.1898420305829218
self_post_spike_total_credits_loss,-0.1865300900206712,0.1865300900206712
self_post_spike_avg_loadout_value,0.17459086127669254,0.17459086127669254
self_post_spike_ultimate_usage,-0.17370903387383047,0.17370903387383047
opponent5_character_gekko,0.17312548164829739,0.17312548164829739
opponent2_post_spike_assists,-0.17079845242723424,0.17079845242723424
ally1_post_spike_headshots,0.1659383749169701,0.1659383749169701
opponent0_post_spike_deaths,0.16056914973609973,0.16056914973609973
ally4_post_spike_total_health_loss,0.15857226374074246,0.15857226374074246
post_spike_crowd_control_mobility_used,-0.1499038602445087,0.1499038602445087
self_ultimate_usage,0.1495654403584986,0.1495654403584986
self_longest_gun_primary_none,-0.13517472512988998,0.13517472512988998
opponent5_character_omen,-0.13437399632439723,0.13437399632439723
self_character_raze,0.1338468147552923,0.1338468147552923
opponent1_ultimate_usage,-0.12925056931208245,0.12925056931208245
self_post_spike_elims,0.12890011446160005,0.12890011446160005
opponent5_character_brimstone,-0.1265936902054207,0.1265936902054207
self_longest_gun_secondary_classic,-0.1247073048717062,0.1247073048717062
self_post_spike_longest_gun_primary_operator,-0.1228269714121775,0.1228269714121775
opponent3_post_spike_headshots,-0.11857349268682472,0.11857349268682472
opponent1_post_spike_assists,-0.11824879800350747,0.11824879800350747
ally2_post_spike_headshots,0.11700284696918695,0.11700284696918695
self_post_spike_longest_gun_primary_judge,-0.1169991491203594,0.1169991491203594
opponent7_character_kay/o,0.11588738610867302,0.11588738610867302
ally2_post_spike_ultimate_usage,0.1157168365625997,0.1157168365625997
opponent9_character_raze,-0.11359593626004556,0.11359593626004556
ally4_character_chamber,0.11272935079250254,0.11272935079250254
self_character_brimstone,-0.11266408602214277,0.11266408602214277
ally2_post_spike_assists,0.11209612148125007,0.11209612148125007
