feature,coefficient,abs_coef
all_opponent_dead,1.6855836963388637,1.6855836963388637
all_ally_dead,-1.6139346397139815,1.6139346397139815
self_longest_gun_secondary_ghost,-0.9951241240938692,0.9951241240938692
self_pre_spike_longest_gun_secondary_ghost,0.9783090842880587,0.9783090842880587
opponent1_pre_spike_deaths,0.5863409737695194,0.5863409737695194
opponent3_pre_spike_deaths,0.5721287494268146,0.5721287494268146
opponent4_pre_spike_deaths,0.5464931983882776,0.5464931983882776
ally1_pre_spike_deaths,-0.5261706588499961,0.5261706588499961
ally2_pre_spike_deaths,-0.4915017959346171,0.4915017959346171
opponent2_pre_spike_deaths,0.4696511872098221,0.4696511872098221
opponent0_pre_spike_deaths,0.46936088048022184,0.46936088048022184
map_unknown,-0.4588306637063795,0.4588306637063795
self_pre_spike_longest_gun_primary_judge,0.44560968659553174,0.44560968659553174
ally4_pre_spike_deaths,-0.44503439143329016,0.44503439143329016
ally3_pre_spike_deaths,-0.4195541890113653,0.4195541890113653
self_longest_inv_state_primary,0.41246459682815745,0.41246459682815745
self_pre_spike_avg_health,0.4050623954135694,0.4050623954135694
self_longest_gun_primary_operator,-0.3964144448018264,0.3964144448018264
self_longest_gun_primary_judge,-0.39233111767187573,0.39233111767187573
self_pre_spike_longest_gun_primary_operator,0.3753082448642648,0.3753082448642648
self_pre_spike_deaths,-0.3700760414531509,0.3700760414531509
self_pre_spike_longest_inv_state_primary,-0.355782635870388,0.355782635870388
self_longest_inv_state_melee,-0.34765236774971775,0.34765236774971775
self_pre_spike_map_covered,0.34325156149386993,0.34325156149386993
self_pre_spike_longest_gun_primary_phantom,0.2901575990437212,0.2901575990437212
opponent0_ultimate_usage,-0.28974276160787704,0.28974276160787704
self_pre_spike_avg_loadout_value,0.27276409812958985,0.27276409812958985
round_info_ally_side_defender,-0.27152199983955194,0.27152199983955194
self_pre_spike_longest_gun_primary_stinger,-0.2676859633700922,0.2676859633700922
ally4_ultimate_usage,0.25893662484758295,0.25893662484758295
self_longest_gun_primary_phantom,-0.25079335997332836,0.25079335997332836
self_pre_spike_longest_inv_state_melee,0.24389327433659566,0.24389327433659566
opponent1_pre_spike_elims,-0.24157487232051783,0.24157487232051783
opponent2_pre_spike_elims,-0.23202948162769005,0.23202948162769005
self_longest_gun_primary_stinger,0.22326863569334965,0.22326863569334965
ally4_pre_spike_ultimate_usage,-0.21768168610996097,0.21768168610996097
opponent0_pre_spike_ultimate_usage,0.21170769326979974,0.21170769326979974
opponent1_pre_spike_headshots,0.20634816484540694,0.20634816484540694
self_longest_inv_state_secondary,0.19135792334684074,0.19135792334684074
ally2_ultimate_usage,0.1878403297594655,0.1878403297594655
self_pre_spike_longest_inv_state_secondary,-0.18702307679888908,0.18702307679888908
opponent1_ultimate_usage,-0.18096542725504097,0.18096542725504097
ally1_ultimate_usage,0.17273724639192622,0.17273724639192622
opponent2_pre_spike_first_bloods,0.17244783314447235,0.17244783314447235
self_pre_spike_ultimate_usage,0.17065068000402295,0.17065068000402295
opponent3_ultimate_usage,-0.16518956554143327,0.16518956554143327
opponent6_character_phoenix,-0.15969970480723247,0.15969970480723247
ally3_pre_spike_headshots,-0.15965825058201077,0.15965825058201077
opponent5_character_gekko,0.15640898625782346,0.15640898625782346
ally3_pre_spike_assists,-0.15445298715157893,0.15445298715157893
self_character_brimstone,-0.15286739856650894,0.15286739856650894
ally1_pre_spike_ultimate_usage,-0.14884328059184013,0.14884328059184013
ally3_pre_spike_elims,0.1454088723013604,0.1454088723013604
ally3_character_jett,-0.14529182075919952,0.14529182075919952
opponent7_character_kay/o,0.14445599143604101,0.14445599143604101
opponent3_pre_spike_headshots,-0.1413785322944663,0.1413785322944663
self_pre_spike_total_ability_usage_3,0.139395634315663,0.139395634315663
ally2_character_neon,-0.13818827090088284,0.13818827090088284
self_character_killjoy,-0.1323155297095488,0.1323155297095488
self_pre_spike_longest_gun_primary_odin,0.13111842032236895,0.13111842032236895
self_pre_spike_first_bloods,0.12896843169190014,0.12896843169190014
self_pre_spike_max_ammo_reserve_loss,-0.12690484689535195,0.12690484689535195
ally1_pre_spike_first_bloods,0.12671693186020355,0.12671693186020355
opponent6_character_kay/o,0.12656137070614315,0.12656137070614315
opponent7_character_viper,0.12434714373459561,0.12434714373459561
opponent9_character_brimstone,-0.12380406017479635,0.12380406017479635
opponent7_character_astra,0.11853450824178817,0.11853450824178817
opponent6_character_omen,-0.11853381523012872,0.11853381523012872
opponent5_character_astra,0.11713736905654791,0.11713736905654791
opponent6_character_neon,0.11659154645497348,0.11659154645497348
opponent5_character_viper,0.11421885695994566,0.11421885695994566
ally2_pre_spike_elims,0.11371874439780359,0.11371874439780359
ally3_pre_spike_total_health_loss,0.11245389303768462,0.11245389303768462
ally4_character_chamber,0.11222133741496074,0.11222133741496074
ally3_character_skye,-0.11137955255801055,0.11137955255801055
opponent0_pre_spike_first_bloods,0.10890974057274475,0.10890974057274475
ally1_pre_spike_assists,-0.10885218761185693,0.10885218761185693
ally1_character_harbor,-0.10861939159633201,0.10861939159633201
ally2_pre_spike_ultimate_usage,-0.1082934694194338,0.1082934694194338
round_info_ally_side_unknown,0.10539500449040805,0.10539500449040805
ally3_pre_spike_first_bloods,0.10423876457755608,0.10423876457755608
self_pre_spike_total_ability_usage_2,-0.10187243253813423,0.10187243253813423
opponent5_character_reyna,0.10070198684591114,0.10070198684591114
self_pre_spike_total_loadout_value_loss,-0.09985480249793606,0.09985480249793606
ally4_character_raze,-0.09923633487097605,0.09923633487097605
self_longest_gun_primary_odin,-0.09798033435119054,0.09798033435119054
ally3_character_brimstone,0.09776341757559948,0.09776341757559948
self_pre_spike_total_shield_loss,0.09738686027691491,0.09738686027691491
ally1_character_reyna,-0.09631010630265517,0.09631010630265517
ally1_pre_spike_elims,0.09552150747292189,0.09552150747292189
ally2_character_breach,0.09549478665486827,0.09549478665486827
map_Icebox,-0.0950412125613606,0.0950412125613606
opponent8_character_neon,-0.09455572033184304,0.09455572033184304
opponent4_pre_spike_first_bloods,0.09446195676644022,0.09446195676644022
pre_spike_crowd_control_vision_used,-0.09306217339425847,0.09306217339425847
self_character_omen,-0.09248545722670286,0.09248545722670286
self_longest_gun_secondary_sheriff,0.09197730450884789,0.09197730450884789
opponent2_ultimate_usage,-0.09094041429627621,0.09094041429627621
ally3_character_raze,0.09076908732119596,0.09076908732119596
opponent5_character_omen,-0.09013699943433871,0.09013699943433871
opponent5_character_skye,0.08825539370113197,0.08825539370113197
pre_spike_information_used,-0.08804806814717542,0.08804806814717542
opponent7_character_reyna,0.08798605214893582,0.08798605214893582
ally2_character_astra,-0.08670780881506338,0.08670780881506338
opponent0_pre_spike_headshots,-0.08543347578685624,0.08543347578685624
ally4_pre_spike_headshots,0.08540086935403032,0.08540086935403032
opponent2_pre_spike_headshots,0.08527588235733641,0.08527588235733641
ally4_pre_spike_avg_health,-0.0849392974717971,0.0849392974717971
pre_spike_shield_used,0.08487660907291379,0.08487660907291379
self_pre_spike_avg_ammo_reserve,0.08481484279980028,0.08481484279980028
opponent5_character_sage,0.08409116563808271,0.08409116563808271
opponent6_character_reyna,-0.08400659688876744,0.08400659688876744
ally1_character_raze,0.08394705979483015,0.08394705979483015
self_pre_spike_total_ability_usage_4,-0.08276638604037495,0.08276638604037495
self_character_breach,-0.08196475634678979,0.08196475634678979
self_pre_spike_movement_metric,-0.08116176249599645,0.08116176249599645
self_character_skye,0.08031819869294635,0.08031819869294635
opponent9_character_chamber,-0.08024392955971092,0.08024392955971092
user_id,-0.08023663721469233,0.08023663721469233
spike_planted,-0.07987576233166827,0.07987576233166827
ally2_character_jett,-0.0793282693289959,0.0793282693289959
opponent6_character_chamber,0.07855254370501272,0.07855254370501272
self_pre_spike_total_ammo_mag_loss,-0.07840255926549357,0.07840255926549357
opponent4_pre_spike_assists,-0.07681191458218302,0.07681191458218302
opponent5_character_chamber,-0.07534637594436921,0.07534637594436921
opponent8_character_killjoy,-0.0751677132854781,0.0751677132854781
opponent8_character_reyna,0.07487144951356202,0.07487144951356202
self_character_cypher,0.07471227554588973,0.07471227554588973
map_Lotus,0.07410756893663156,0.07410756893663156
ally3_character_phoenix,0.07333247067407636,0.07333247067407636
ally1_pre_spike_total_health_loss,-0.07283359402010132,0.07283359402010132
opponent3_pre_spike_assists,-0.07260354526524362,0.07260354526524362
opponent4_pre_spike_headshots,-0.07115275102562704,0.07115275102562704
opponent1_pre_spike_assists,0.07102772277752463,0.07102772277752463
round_info_round_length,-0.07050191251373111,0.07050191251373111
opponent8_character_raze,-0.07022235810289319,0.07022235810289319
pre_spike_crowd_control_mobility_used,0.07003954497962825,0.07003954497962825
ally1_pre_spike_headshots,-0.06984698209722841,0.06984698209722841
self_pre_spike_longest_gun_primary_none,-0.06968679461377404,0.06968679461377404
opponent9_character_omen,0.06808774231835805,0.06808774231835805
opponent9_character_phoenix,-0.06760116349416224,0.06760116349416224
opponent3_pre_spike_first_bloods,0.06647647313682785,0.06647647313682785
ally2_pre_spike_avg_health,-0.06627544103549429,0.06627544103549429
ally1_character_breach,0.0662478344618729,0.0662478344618729
map_Breeze,-0.06602762783346493,0.06602762783346493
opponent7_character_skye,0.06519288502890319,0.06519288502890319
self_character_chamber,0.06422571737545087,0.06422571737545087
opponent7_character_yoru,-0.06402791578823665,0.06402791578823665
opponent5_character_raze,-0.06347720310782076,0.06347720310782076
ally4_character_harbor,-0.06255370818511652,0.06255370818511652
map_Fracture,0.060631295471037475,0.060631295471037475
opponent7_character_phoenix,-0.06015446512537672,0.06015446512537672
opponent7_character_sova,-0.06008440471438032,0.06008440471438032
ally1_character_fade,-0.05996451300574583,0.05996451300574583
opponent9_character_viper,0.059352296873515446,0.059352296873515446
opponent6_character_sage,0.05853656611963507,0.05853656611963507
self_character_reyna,0.058504660071632256,0.058504660071632256
opponent8_character_omen,-0.058256449559704576,0.058256449559704576
ally2_pre_spike_wallbangs,0.05774444178517895,0.05774444178517895
ally4_pre_spike_elims,0.057447080842061314,0.057447080842061314
opponent6_character_yoru,0.05718947629472122,0.05718947629472122
ally1_character_jett,-0.057140676659806794,0.057140676659806794
